text,ctext,stopwords_removed,cleaned_text,language
"BASKETBALL FAN KA BA?! 
Fr.ee Live Watch FIBA, NBA...ATBP 
Sign up&get 850P 
arenaplusapp.onelink.me/lzgM/nnkm6yhb 
Download na sa AppStore/ Google Play","BASKETBALL FAN KA BA?! Fr.ee Live Watch FIBA, NBA...ATBP Sign up&get 850P arenaplusapp.onelink.me/lzgM/nnkm6yhb Download na sa AppStore/ Google Play",basketball fan ba live watch fiba nba atbp sign download google play,basketball fan ba live watch fiba nba atbp sign download google play,english
", Ready to play & win SUGARPLAY offers a 100% Welcome Bonus up to P2,000. Win up to P58,888 daily rebate + 3% Extra GCash Register now: sgbetgo2.com",", Ready to play & win SUGARPLAY offers a 100% Welcome Bonus up to P2,000. Win up to P58,888 daily rebate + 3% Extra GCash Register now: sgbetgo2.com",ready play win sugarplay offers welcome bonus win daily rebate extra gcash register,ready play win offers welcome bonus daily rebate extra gcash register,english
", Enjoy the hugely 3% deposit bonus. Win a luxurious Grand Fortuner, and Yamaha Nmax, and win prize up to P4,888! Dont miss out! wpgorush1.com",", Enjoy the hugely 3% deposit bonus. Win a luxurious Grand Fortuner, and Yamaha Nmax, and win prize up to P4,888! Dont miss out! wpgorush1.com",enjoy hugely deposit bonus win luxurious grand fortuner yamaha nmax win prize nt miss,enjoy hugely deposit bonus win luxurious grand fortuner yamaha prize nt miss,english
"BDO-WARNING:

A suspicious login was detected from your account. Visit: mybdoaccess.me/reset to change your information now.",BDO-WARNING: A suspicious login was detected from your account. Visit: mybdoaccess.me/reset to change your information now.,bdo warning suspicious login detected account visit change information,bdo warning suspicious login account visit change information,english
"Begin your gaming journey at U B E T and enjoy a 100% Welcome Bonus! Get P2000, 3% Gcash, and 5% USDT bonuses. Claim now! u7betph1.com","Begin your gaming journey at U B E T and enjoy a 100% Welcome Bonus! Get P2000, 3% Gcash, and 5% USDT bonuses. Claim now! u7betph1.com",begin gaming journey u b e enjoy welcome bonus get gcash usdt bonuses claim,begin gaming journey u b e enjoy welcome bonus get gcash bonuses claim,english
"Begin your gaming journey at U B E T and enjoy a 100% Welcome Bonus! Get P2000, 3% Gcash, and 5% USDT bonuses. Claim now! u7betph1.com","Begin your gaming journey at U B E T and enjoy a 100% Welcome Bonus! Get P2000, 3% Gcash, and 5% USDT bonuses. Claim now! u7betph1.com",begin gaming journey u b e enjoy welcome bonus get gcash usdt bonuses claim,begin gaming journey u b e enjoy welcome bonus get gcash bonuses claim,english
"I just got 777 B0NUS at W19 Games ! Just sign up and try now!
w19w8.xyz",I just got 777 B0NUS at W19 Games ! Just sign up and try now! w19w8.xyz,got games sign try,got games sign try,english
Casino  sabong Slots Bingo Fish Free 1888P Good Luck Simulan ang Pagsali sa https://a22.pw/#,Casino sabong Slots Bingo Fish Free 1888P Good Luck Simulan ang Pagsali sa https://a22.pw/#,casino sabong slots bingo fish free good luck simulan pagsali,casino sabong slots bingo fish free good luck simulan pagsali,english
" Sa SugarPlay, may 100% welcome bonus na hanggang 2,000 + 3% Deposit bonus! Huwag palampasin ang kasiyahan! sgbetpera.com","Sa SugarPlay, may 100% welcome bonus na hanggang 2,000 + 3% Deposit bonus! Huwag palampasin ang kasiyahan! sgbetpera.com",sugarplay welcome bonus deposit bonus palampasin kasiyahan,welcome bonus deposit palampasin kasiyahan,english
"Good day I'm Mr.Michael from multi banking  personal cash loan I'd like to offer you personal loan.100k up to 5M Unsecured loan,and can get the loan as fast as 3 to 7 banking days .If you are interested please reply YES .
Thank you. ","Good day I'm Mr.Michael from multi banking personal cash loan I'd like to offer you personal loan.100k up to 5M Unsecured loan,and can get the loan as fast as 3 to 7 banking days .If you are interested please reply YES . Thank you.",good day michael multi banking personal cash loan like offer personal m unsecured loan get loan fast banking days interested please reply yes thank,good day michael multi banking personal cash loan like offer m unsecured get fast days interested please reply yes thank,english
"-=Happy Every Day=-
RBET  9393999.com Good LUCK!
Ibigay $1888P Cash !Cash !Cash !",-=Happy Every Day=- RBET 9393999.com Good LUCK! Ibigay $1888P Cash !Cash !Cash !,every rbet good luck ibigay cash cash cash,every good luck ibigay cash,english
"YoEarn lucky draw, Apple mobile watch is waiting for you, click to register!http://whgv05.com","YoEarn lucky draw, Apple mobile watch is waiting for you, click to register!http://whgv05.com",yoearn lucky draw apple mobile watch waiting click,lucky draw apple mobile watch waiting click,english
"Sumali na sa PWIN777! Exclusive member Red Envelope promo! Manalo ng hanggang P77777!
p777b7.xyz",Sumali na sa PWIN777! Exclusive member Red Envelope promo! Manalo ng hanggang P77777! p777b7.xyz,sumali exclusive member red envelope promo manalo,sumali exclusive member red envelope promo manalo,english
"Casino◎Roulette◎Fishing
◆◎◆ 979958.com ◆◎◆
◆Get it Now 1888P Cash◆
",Casino◎Roulette◎Fishing ◆◎◆ 979958.com ◆◎◆ ◆Get it Now 1888P Cash◆,casino roulette fishing get cash,casino roulette fishing get cash,english
", Ready to Play & Win? Visit SBET! Log in for 888 + 100% bonus. Enjoy 1.2% Rebates + 1% GCash. Visit Today! sbetcash3.com",", Ready to Play & Win? Visit SBET! Log in for 888 + 100% bonus. Enjoy 1.2% Rebates + 1% GCash. Visit Today! sbetcash3.com",ready play win visit sbet log bonus enjoy rebates gcash visit today,ready play win visit log bonus enjoy rebates gcash today,english
Get up to 88P FREE with JILI APP Download! Link: ss.sala9.com/register,Get up to 88P FREE with JILI APP Download! Link: ss.sala9.com/register,get free jili app download link,get free download link,english
Join RichPH and become the king of the dynasty and win 200% jackpot Explore promotions and win big on https://risu.io/DBdnj  slot machine 77777P,Join RichPH and become the king of the dynasty and win 200% jackpot Explore promotions and win big on https://risu.io/DBdnj slot machine 77777P,join richph become king dynasty win jackpot explore promotions win big slot machine,join become king dynasty win jackpot explore promotions big slot machine,english
Ready to become a champion? Join U B E T and claim P2000 + 100% Welcome Bonus. Play for victory at unibetbonu.com,Ready to become a champion? Join U B E T and claim P2000 + 100% Welcome Bonus. Play for victory at unibetbonu.com,ready become champion join u b e claim welcome bonus play victory,ready become champion join u b e claim welcome bonus play victory,english
"Join  xrekm.com to become a RBET partner, zero investment, high profits! Free P1888","Join xrekm.com to become a RBET partner, zero investment, high profits! Free P1888",join become rbet partner zero investment high profits free,join become partner zero investment high profits free,english
", Weekend alert at Wplus! Tomorrow, get 153% WEEKLY DEPOSIT BONUS. New users get free 1000 bonus! Win Big Jackpot Slot at wpmines1.com",", Weekend alert at Wplus! Tomorrow, get 153% WEEKLY DEPOSIT BONUS. New users get free 1000 bonus! Win Big Jackpot Slot at wpmines1.com",weekend alert wplus tomorrow get weekly deposit bonus new users get free bonus win big jackpot slot,weekend alert tomorrow get weekly deposit bonus new users free win big jackpot slot,english
"EPICWIN: NEW MOBILE LEGEND Slots , JILI GAMES 
Deposit and claim EXTRA 1000P 

TRY NOW : EpicWplay.com","EPICWIN: NEW MOBILE LEGEND Slots , JILI GAMES Deposit and claim EXTRA 1000P TRY NOW : EpicWplay.com",epicwin new mobile legend slots jili games deposit claim extra try,new mobile legend slots games deposit claim extra try,english
"EPICWIN: NEW MOBILE LEGEND Slots , JILI GAMES 
Deposit and claim EXTRA 1000P 

TRY NOW : EpicWplay.com","EPICWIN: NEW MOBILE LEGEND Slots , JILI GAMES Deposit and claim EXTRA 1000P TRY NOW : EpicWplay.com",epicwin new mobile legend slots jili games deposit claim extra try,new mobile legend slots games deposit claim extra try,english
", Open an account and recharge to receive 177P, and receive cash red envelopes every day:tp778.com",", Open an account and recharge to receive 177P, and receive cash red envelopes every day:tp778.com",open account recharge receive receive cash red envelopes every day,open account recharge receive cash red envelopes every day,english
"lehris61@gmail.com, contact me with the email, ur number is unavailable. ","lehris61@gmail.com, contact me with the email, ur number is unavailable.",contact email ur number unavailable,contact email ur number unavailable,english
", GoJackpot: Win big! Get 100% Welcome + 3% Deposit Bonus. Play now, win P777 at betfilph4.com",", GoJackpot: Win big! Get 100% Welcome + 3% Deposit Bonus. Play now, win P777 at betfilph4.com",gojackpot win big get welcome deposit bonus play win,win big get welcome deposit bonus play,english
[ Philwin x Epicwin ]: Play Jili game with Welcome bonus FREE EXTRA 1000P!  Livechat for more Super Ace game tips & tricks today~  Try Now : EpicWplay.com,[ Philwin x Epicwin ]: Play Jili game with Welcome bonus FREE EXTRA 1000P! Livechat for more Super Ace game tips & tricks today~ Try Now : EpicWplay.com,philwin x epicwin play jili game welcome bonus free extra livechat super ace game tips tricks try,x play game welcome bonus free extra super ace tips tricks try,english
"GCASH is always available and stable here in Sigebet!
Sign up now and get up to 100free credits!
sigebet1 dot com",GCASH is always available and stable here in Sigebet! Sign up now and get up to 100free credits! sigebet1 dot com,gcash always available stable sigebet sign get credits dot com,gcash always available stable sign get credits dot com,english
"NO ANNUAL FEE FOR LIFE!!!

Are you a Creditcard holder from other bank??

Gusto mo ba ng mas mataas na credit limit?

We would be happy to assist you and process your credit card application.

* NO annual fee lifetime
* NO processing fee
* Secured personal details 

WE OFFER :

METROBANK CREDITCARD
EASTWEST CREDITCARD
RCBC CREDITCARD

KINDLY REPLY ""YES FULLNAME"" and we will call you.","NO ANNUAL FEE FOR LIFE!!! Are you a Creditcard holder from other bank?? Gusto mo ba ng mas mataas na credit limit? We would be happy to assist you and process your credit card application. * NO annual fee lifetime * NO processing fee * Secured personal details WE OFFER : METROBANK CREDITCARD EASTWEST CREDITCARD RCBC CREDITCARD KINDLY REPLY ""YES FULLNAME"" and we will call you.",annual fee life creditcard holder bank ba mas mataas credit limit would happy assist process credit card application annual fee lifetime processing fee secured personal details offer metrobank creditcard eastwest creditcard rcbc creditcard kindly reply yes fullname call,annual fee life holder bank ba mas mataas credit limit would happy assist process card application lifetime processing secured personal details offer metrobank kindly reply yes call,english
