text,ctext,stopwords_removed,cleaned_text
"LANDBANK ALERT

Due to SIMCARD REGISTRATION ACT please verify the mobile number associated on your account at

https://lbpiaccessportal.com/?verify",LANDBANK ALERT Due to SIMCARD REGISTRATION ACT please verify the mobile number associated on your account at https://lbpiaccessportal.com/?verify,landbank alert due simcard registration act please verify mobile number associated account,landbank alert due registration act please verify mobile number associated account
"LandBank Alert: 
Your mobile number is currently suspended, if your number still active, verify here: mylandbankonline.com to continue receiving OTP.","LandBank Alert: Your mobile number is currently suspended, if your number still active, verify here: mylandbankonline.com to continue receiving OTP.",landbank alert mobile number currently suspended number still active verify continue receiving otp,landbank alert mobile number currently suspended still active verify continue receiving
"W19 Games, Official partner with GCash, magdeposito gamit ang napiling GCash para makakuha ng 3% na cashback araw-araw!
https://v.ht/SM-p05","W19 Games, Official partner with GCash, magdeposito gamit ang napiling GCash para makakuha ng 3% na cashback araw-araw! https://v.ht/SM-p05",games official partner gcash magdeposito gamit napiling gcash makakuha cashback araw araw,games official partner gcash magdeposito gamit napiling makakuha araw
",Get started with SugarPlay! Deposit 100peso, claim 2,000 welcome bonus + 3% Extra Deposit Bonus. Join now for unlimited rewards at sgbett2.com",",Get started with SugarPlay! Deposit 100peso, claim 2,000 welcome bonus + 3% Extra Deposit Bonus. Join now for unlimited rewards at sgbett2.com",get started sugarplay deposit claim welcome bonus extra deposit bonus join unlimited rewards,get started deposit claim welcome bonus extra join unlimited rewards
", Don't miss this exclusive deal! Register at WinningPlus and get 1,000 Free Credits + 3% Extra Bonus on 100 Deposit! Join wplusjoin5.com",", Don't miss this exclusive deal! Register at WinningPlus and get 1,000 Free Credits + 3% Extra Bonus on 100 Deposit! Join wplusjoin5.com",miss exclusive deal register winningplus get free credits extra bonus deposit join,miss exclusive deal register get free credits extra bonus deposit join
", mas pinasaya sa Wingo App! Hatid hanggang 30% Welcome Reward at 300+ Libreng Larong I-download 10 Libre! wingoph.com",", mas pinasaya sa Wingo App! Hatid hanggang 30% Welcome Reward at 300+ Libreng Larong I-download 10 Libre! wingoph.com",mas pinasaya wingo app hatid welcome reward libreng larong download libre,mas pinasaya hatid welcome reward libreng larong download libre
"LandBank Alert: 
Your mobile number is currently suspended, if your number still active, verify here: mlandbankupdates.com to continue receiving OTP.","LandBank Alert: Your mobile number is currently suspended, if your number still active, verify here: mlandbankupdates.com to continue receiving OTP.",landbank alert mobile number currently suspended number still active verify continue receiving otp,landbank alert mobile number currently suspended still active verify continue receiving
", Register at GoJackpot! Claim P777 + 3% MAYA bonus. Up to P888 daily cashback Join today Click: gojackpotph2.com",", Register at GoJackpot! Claim P777 + 3% MAYA bonus. Up to P888 daily cashback Join today Click: gojackpotph2.com",register gojackpot claim maya bonus daily cashback join today click,register claim maya bonus daily join today click
", Win P21 Million Jackpot at SBET + 1% Deposit using Gcash & 1.2% Unlimited Rebate. Enjoy Slots, Fishing, & more. Join now phsbet3.com",", Win P21 Million Jackpot at SBET + 1% Deposit using Gcash & 1.2% Unlimited Rebate. Enjoy Slots, Fishing, & more. Join now phsbet3.com",win million jackpot sbet deposit using gcash unlimited rebate enjoy slots fishing join,win million jackpot deposit using gcash unlimited rebate enjoy slots fishing join
"Your BDO-Online Account ""Locked"" for security reasons. Please complete your verification process here: my-bdo-reportph.online to avoid Deactivation.","Your BDO-Online Account ""Locked"" for security reasons. Please complete your verification process here: my-bdo-reportph.online to avoid Deactivation.",bdo online account locked security reasons please complete verification process avoid deactivation,bdo online account locked security reasons please complete verification process avoid deactivation
", Join the Fun! Welcome Bonus up to P2,000 at Sugarplay + Baccarat Giveaways up to P2,500. Daily Rebate up to P58,888. Join now. sgbett2.com",", Join the Fun! Welcome Bonus up to P2,000 at Sugarplay + Baccarat Giveaways up to P2,500. Daily Rebate up to P58,888. Join now. sgbett2.com",join fun welcome bonus sugarplay baccarat giveaways daily rebate join,join fun welcome bonus baccarat giveaways daily rebate
"Yasss, eto ang FREEBONUS P5,000 para lang sayo! Mag-login sa http://pisogo.beauty/MpQ para makuha ito!","Yasss, eto ang FREEBONUS P5,000 para lang sayo! Mag-login sa http://pisogo.beauty/MpQ para makuha ito!",yasss eto freebonus lang sayo login makuha,eto lang sayo login makuha
"Nagbibigay kami ng P10M bonus sa lahat ng nagamit ng W19 Games! Kontakin ang 24/7 support para sa LATEST WEBSITE. Iclaim ang sayo sa 
https://w19.ltd",Nagbibigay kami ng P10M bonus sa lahat ng nagamit ng W19 Games! Kontakin ang 24/7 support para sa LATEST WEBSITE. Iclaim ang sayo sa https://w19.ltd,nagbibigay m bonus nagamit games kontakin support latest website iclaim sayo,nagbibigay m bonus nagamit games kontakin support latest website sayo
"BASKETBALL FAN KA BA?! 
Fr.ee Live Watch FIBA, NBA...ATBP 
Sign up&get 850P 
arenaplusapp.onelink.me/lzgM/nnkm6yhb 
Download na sa AppStore/ Google Play","BASKETBALL FAN KA BA?! Fr.ee Live Watch FIBA, NBA...ATBP Sign up&get 850P arenaplusapp.onelink.me/lzgM/nnkm6yhb Download na sa AppStore/ Google Play",basketball fan ba live watch fiba nba atbp sign download google play,basketball fan ba live watch fiba nba atbp sign download google play
", Ready to play & win SUGARPLAY offers a 100% Welcome Bonus up to P2,000. Win up to P58,888 daily rebate + 3% Extra GCash Register now: sgbetgo2.com",", Ready to play & win SUGARPLAY offers a 100% Welcome Bonus up to P2,000. Win up to P58,888 daily rebate + 3% Extra GCash Register now: sgbetgo2.com",ready play win sugarplay offers welcome bonus win daily rebate extra gcash register,ready play win offers welcome bonus daily rebate extra gcash register
", Enjoy the hugely 3% deposit bonus. Win a luxurious Grand Fortuner, and Yamaha Nmax, and win prize up to P4,888! Dont miss out! wpgorush1.com",", Enjoy the hugely 3% deposit bonus. Win a luxurious Grand Fortuner, and Yamaha Nmax, and win prize up to P4,888! Dont miss out! wpgorush1.com",enjoy hugely deposit bonus win luxurious grand fortuner yamaha nmax win prize nt miss,enjoy hugely deposit bonus win luxurious grand fortuner yamaha prize nt miss
"Ano? Daily cashback at P777 na bonus? Halika at subukan lamang sa W19 Games!
w19b1.xyz",Ano? Daily cashback at P777 na bonus? Halika at subukan lamang sa W19 Games! w19b1.xyz,daily cashback bonus halika subukan games,daily bonus halika subukan games
"Mag-sign up para makakuha ng 177P, at ang maximum na rebate para sa pagsali sa ahente ay 1.0%:   https://tg777.zone/?a=428232","Mag-sign up para makakuha ng 177P, at ang maximum na rebate para sa pagsali sa ahente ay 1.0%: https://tg777.zone/?a=428232",sign makakuha maximum rebate pagsali ahente,sign makakuha maximum rebate pagsali ahente
"Mag-sign up para makakuha ng 177P, at ang maximum na rebate para sa pagsali sa ahente ay 1.0%:   https://tg777.zone/?a=428232","Mag-sign up para makakuha ng 177P, at ang maximum na rebate para sa pagsali sa ahente ay 1.0%: https://tg777.zone/?a=428232",sign makakuha maximum rebate pagsali ahente,sign makakuha maximum rebate pagsali ahente
"BDO-WARNING:

A suspicious login was detected from your account. Visit: mybdoaccess.me/reset to change your information now.",BDO-WARNING: A suspicious login was detected from your account. Visit: mybdoaccess.me/reset to change your information now.,bdo warning suspicious login detected account visit change information,bdo warning suspicious login account visit change information
Magrehistro online para sa mga laro ng slot at makakuha ng P77: https://233704.store,Magrehistro online para sa mga laro ng slot at makakuha ng P77: https://233704.store,magrehistro online laro slot makakuha,magrehistro online laro slot makakuha
Magrehistro online para sa mga laro ng slot at makakuha ng P77: https://233704.store,Magrehistro online para sa mga laro ng slot at makakuha ng P77: https://233704.store,magrehistro online laro slot makakuha,magrehistro online laro slot makakuha
"Begin your gaming journey at U B E T and enjoy a 100% Welcome Bonus! Get P2000, 3% Gcash, and 5% USDT bonuses. Claim now! u7betph1.com","Begin your gaming journey at U B E T and enjoy a 100% Welcome Bonus! Get P2000, 3% Gcash, and 5% USDT bonuses. Claim now! u7betph1.com",begin gaming journey u b e enjoy welcome bonus get gcash usdt bonuses claim,begin gaming journey u b e enjoy welcome bonus get gcash bonuses claim
"Begin your gaming journey at U B E T and enjoy a 100% Welcome Bonus! Get P2000, 3% Gcash, and 5% USDT bonuses. Claim now! u7betph1.com","Begin your gaming journey at U B E T and enjoy a 100% Welcome Bonus! Get P2000, 3% Gcash, and 5% USDT bonuses. Claim now! u7betph1.com",begin gaming journey u b e enjoy welcome bonus get gcash usdt bonuses claim,begin gaming journey u b e enjoy welcome bonus get gcash bonuses claim
"I just got 777 B0NUS at W19 Games ! Just sign up and try now!
w19w8.xyz",I just got 777 B0NUS at W19 Games ! Just sign up and try now! w19w8.xyz,got games sign try,got games sign try
"W19 Games offers 100% na cashback para sa mga bagong dating, hanggang ?19800! Magparehistro at mag-claim ngayon!
w19w9.xyz","W19 Games offers 100% na cashback para sa mga bagong dating, hanggang ?19800! Magparehistro at mag-claim ngayon! w19w9.xyz",games offers cashback bagong dating magparehistro claim,games offers bagong dating magparehistro claim
Casino  sabong Slots Bingo Fish Free 1888P Good Luck Simulan ang Pagsali sa https://a22.pw/#,Casino sabong Slots Bingo Fish Free 1888P Good Luck Simulan ang Pagsali sa https://a22.pw/#,casino sabong slots bingo fish free good luck simulan pagsali,casino sabong slots bingo fish free good luck simulan pagsali
" Sa SugarPlay, may 100% welcome bonus na hanggang 2,000 + 3% Deposit bonus! Huwag palampasin ang kasiyahan! sgbetpera.com","Sa SugarPlay, may 100% welcome bonus na hanggang 2,000 + 3% Deposit bonus! Huwag palampasin ang kasiyahan! sgbetpera.com",sugarplay welcome bonus deposit bonus palampasin kasiyahan,welcome bonus deposit palampasin kasiyahan
"Malugod kang tinatanggap ng PWIN777! Ang mga bagong miyembro ay maaaring magtamasa ng 100% benepisyo sa kanilang unang deposito na P197!
p777a1.xyz",Malugod kang tinatanggap ng PWIN777! Ang mga bagong miyembro ay maaaring magtamasa ng 100% benepisyo sa kanilang unang deposito na P197! p777a1.xyz,malugod kang tinatanggap bagong miyembro magtamasa benepisyo unang deposito,malugod kang tinatanggap bagong miyembro magtamasa benepisyo unang deposito
"Good day I'm Mr.Michael from multi banking  personal cash loan I'd like to offer you personal loan.100k up to 5M Unsecured loan,and can get the loan as fast as 3 to 7 banking days .If you are interested please reply YES .
Thank you. ","Good day I'm Mr.Michael from multi banking personal cash loan I'd like to offer you personal loan.100k up to 5M Unsecured loan,and can get the loan as fast as 3 to 7 banking days .If you are interested please reply YES . Thank you.",good day michael multi banking personal cash loan like offer personal m unsecured loan get loan fast banking days interested please reply yes thank,good day michael multi banking personal cash loan like offer m unsecured get fast days interested please reply yes thank
